@relation 'AT: bcORIG-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.2628.00-0.2597.00-0.25228.00-0.24123.00-0.2396.00... numeric
@attribute 0.35210.00+0.29330.00+0.24920.00-0.2331.00-0.2324.00... numeric
@attribute -0.40212.00-0.30219.00+0.27125.00-0.26813.00-0.26411.00... numeric
@attribute -0.63322.00-0.62.00-0.33712.00+0.1595.00+0.12114.00... numeric
@attribute 0.34317.00-0.3425.00-0.3129.00-0.30125.00+0.27916.00... numeric
@attribute 0.48329.00+0.46119.00-0.43315.00-0.35425.00+0.3469.00... numeric
@attribute '0.58 15.00-0.38810.00+0.31518.00-0.27420.00-0.26630.00...' numeric
@attribute 0.44415.00-0.4015.00-0.37112.00-0.33918.00+0.24730.00... numeric
@attribute TYPE {0,1}

@data
-2.541888,0.058936,1.486883,0.04117,-0.112803,0.378881,0.500713,1.20372,0
-7.776829,1.886397,-5.642401,-0.734687,0.535866,2.450171,-2.302957,-2.442826,0
-0.135443,-1.511432,-1.562466,-0.634244,0.622803,1.233401,2.057519,-0.089029,0
-4.378456,5.43172,1.919676,-1.463062,1.439359,-0.464507,-0.391493,0.304563,0
-4.031198,3.543964,2.202455,-2.49703,-0.251952,0.342797,-0.402598,1.372815,0
-0.213341,-1.381893,0.862815,-0.715846,-0.674052,-1.298763,0.351519,0.076679,0
-4.26548,1.393061,2.172278,-0.233917,-1.792161,-0.549364,-0.085147,-0.020286,0
-5.142601,-3.922562,0.426506,-0.177811,0.099636,-1.387126,1.094012,0.231553,0
1.33048,-0.204213,0.884103,1.561642,-0.615277,-0.064299,0.937908,-0.21882,1
1.417807,0.834314,1.603302,1.209541,-0.164759,1.025868,-1.087771,-1.086769,1
3.830957,1.279438,-0.067191,1.94934,-0.491828,-0.669718,-0.242698,-0.092287,1
-4.501561,3.337936,1.371165,2.126775,-0.547358,2.743264,1.569599,0.142128,0
-4.295385,-5.214722,1.314212,-1.036318,-0.096383,0.128862,-0.632878,-0.366731,0
-4.943786,-1.449062,1.888463,-0.135843,-1.604405,-1.176742,-0.038475,0.953859,0
-6.960661,1.946735,0.057643,2.556904,-1.760314,0.862783,-0.836412,0.154387,0
-3.400989,2.243618,4.199464,-1.43552,0.053291,1.237589,-1.018568,-0.463073,0
-2.979251,-2.324945,-2.119365,0.116167,0.107646,-0.741904,0.441519,-0.488841,0
-4.038312,1.179492,2.274247,-1.88232,-0.741923,-0.034861,0.339479,0.666182,0
-1.653972,-1.553322,0.140888,1.879504,-0.003723,-0.408255,0.262877,0.412825,0
-5.923409,-0.756401,0.471937,-1.027786,-1.308132,-0.033598,0.021848,0.352235,0
-2.839345,4.563618,2.277934,-0.326101,-0.666154,0.662146,-1.34087,1.918369,0
-4.331184,-0.020607,0.833581,-0.758034,-1.536426,-0.119989,0.838889,-0.682326,0
-4.972936,-0.986102,2.247567,-1.271751,0.158534,0.425233,0.535606,1.863885,0
-3.005393,1.011556,3.363619,-0.004406,0.440536,1.772641,-0.957569,0.245918,0
-2.793856,0.251973,1.860152,-0.46777,-1.38318,1.579782,1.401678,0.997421,0
-1.19828,0.93784,1.354414,-1.063338,0.077347,0.416983,0.925787,0.612478,0
3.749634,-1.535002,-1.501571,-0.430854,-0.10858,0.852043,-0.980496,-2.159304,1
0.885869,-3.119932,-4.468798,-0.409925,-0.674054,-1.546741,-1.277394,-0.00822,0
-0.601743,0.821037,2.697477,-0.542155,0.770287,-1.334971,0.73367,0.426098,0
2.017476,-1.678757,1.184773,-1.119443,0.74821,1.053225,-0.56985,-0.272826,0
0.136522,2.372366,1.886815,-1.63609,-1.397456,-2.048523,0.010857,-0.851944,0
-9.029553,1.987136,-2.840616,-0.780244,0.927828,3.643968,1.168285,1.589979,0
-0.89439,1.251693,1.798505,-0.283451,-0.891904,0.143624,0.102718,0.708797,0
0.270005,0.018542,3.26189,-1.124609,0.295394,0.431104,-0.486867,-0.281411,0
-5.419742,0.042647,1.641855,1.4522,0.292816,-0.081821,1.6554,0.034324,0
4.290916,1.835855,-0.361651,0.508935,-0.761154,0.592802,0.310392,0.433901,1
-1.578248,2.702625,2.968364,-0.12245,-1.406883,-0.423709,0.322944,0.074336,0
2.057682,0.160464,1.280345,1.054831,0.032137,-1.210384,0.521508,0.096091,1
1.537842,-1.030044,0.56695,-1.436742,0.024918,1.12162,-0.500149,-1.082709,1
3.318238,-1.014063,-1.066847,-0.512145,-0.299295,-0.503207,-0.030696,0.423694,1
3.012821,-1.806992,0.856133,0.168313,1.609017,0.001374,-0.967695,-0.524114,1
3.458452,-0.616571,-0.022622,0.584684,-0.066946,0.605291,0.651248,0.740176,1
-3.446478,-0.953444,-1.101653,1.098477,-0.673385,1.188229,-1.977794,-0.968002,0
0.586642,-1.892702,1.620134,-1.157538,0.649296,-0.133756,-0.668836,-0.554347,0
2.872778,0.122685,-0.337609,0.583369,-1.45377,0.920686,0.607479,0.272362,1
-4.787831,-2.013656,0.545399,0.755653,-1.255727,-0.431307,0.838565,-0.212778,0
-2.032345,1.018074,2.017589,-0.821784,-0.345206,1.011853,-1.360275,-0.612251,0
3.816301,-1.838805,-0.971543,0.151327,-0.775476,0.284418,-0.450177,1.089422,1
4.10741,2.16389,1.284978,2.00613,-0.804855,-0.823945,0.184642,0.421819,1
2.338644,2.89307,-1.549466,1.987369,-2.96702,1.9071,-0.995679,0.296153,1
2.720513,2.712924,-1.052465,-0.800817,-2.239293,-0.610494,-0.360511,-0.721147,1
-4.668599,2.968131,-0.552636,-0.655992,1.691993,-0.894033,-0.438262,0.740397,0
2.217939,3.285422,-3.330514,0.89247,-0.154638,2.317088,-0.202787,0.000815,1
-1.623669,1.822382,1.690575,-1.465142,-1.455287,-1.036501,0.095528,0.234888,0
-1.742478,1.000265,1.385224,-1.174799,-1.751645,-0.729815,0.038226,-0.70072,0
2.882545,1.815108,-0.302594,-1.684869,-1.278241,-0.880273,-0.371048,-0.358848,1
3.422462,-0.57105,-0.33797,-0.064928,0.23363,-0.550486,0.565001,0.457423,1
-3.970029,8.948036,-1.851555,0.354591,4.618056,1.850315,2.526644,-0.443499,1
3.09549,-0.729045,-0.145171,1.12122,-0.272053,-0.718048,0.713221,-0.418795,1
-2.718845,-4.677856,0.414025,0.318871,0.624162,0.099685,-0.85286,-0.032659,0
0.659462,6.188097,-3.418755,2.199143,1.98818,-1.522478,-1.151261,1.975919,1
-5.56154,1.36904,1.479476,-1.536038,0.814629,-0.558188,-0.572723,1.72921,0
0.353404,0.161903,2.268618,0.962762,1.082809,-0.42388,-1.494463,-0.627294,0
2.555109,-0.743035,0.864775,0.227274,0.986211,0.288318,-0.889647,-0.696092,1
-1.467815,-2.236977,-0.998195,0.732636,-0.357301,-0.368649,1.477364,-0.013724,0
0.696667,2.09461,-0.545524,3.527484,-1.797497,-0.200472,-0.665872,-1.004286,1
-6.3513,1.499007,-0.354964,2.700643,-0.0645,0.527586,-0.771219,1.485392,0
-11.705548,4.974308,-2.598311,0.760404,-2.722115,4.594875,0.669354,-0.658219,0
1.905197,0.072118,0.271057,0.096602,-0.295483,-0.319996,0.438813,0.072966,1
1.605971,1.541998,-0.343669,-1.544503,-1.632053,-1.160102,-0.42353,-0.750576,1
-0.945822,2.44747,1.872406,0.535268,0.067163,-0.11679,0.476644,0.011263,1
-10.996033,-1.560699,-0.037729,-0.449864,1.496479,-2.289083,-0.917472,-0.330844,0
-4.851187,0.311507,-2.756614,-1.565237,-0.470949,-1.457441,-1.015165,-2.007068,0
1.984833,0.856008,0.666617,0.293301,-1.078453,0.511421,0.802909,-0.014742,1
-3.233968,-1.651094,0.258522,0.388993,-1.573325,0.438407,0.234058,0.311758,0
-0.571927,0.053922,-1.483327,-1.095317,-0.371692,0.476928,1.181738,-1.069041,0
-3.591487,-2.032625,1.938921,-0.817796,0.397297,2.166021,-0.227199,0.154866,0
1.159663,0.470282,0.110265,-1.37221,-0.432581,0.174212,0.478749,0.220318,1
-1.054347,0.596394,0.020233,2.043055,-0.066884,0.308389,1.091859,-0.376813,1
1.533184,-1.773013,-0.086871,-1.04982,0.260421,0.827786,-1.047343,-0.623693,1
-0.222291,-0.738402,-0.228648,-0.224965,0.813963,-0.281423,1.566649,-0.627541,0
2.859913,-3.258595,-0.266732,0.501725,1.679385,0.240588,-0.588715,-0.416382,1
1.905827,-0.654737,-0.120964,-0.089834,-0.591616,-0.560106,0.426808,-0.299463,1
-2.744691,0.28891,0.82149,0.322658,0.811327,-1.040912,1.337287,-0.535535,0
-4.309721,-2.043526,-0.487514,-0.626259,-1.086469,1.56305,0.528542,0.776062,0
2.645989,0.166923,-1.441409,0.772746,-0.561161,-0.531289,-0.04476,-1.098998,1
3.719807,1.212924,-1.840039,-0.860668,-0.166699,-1.933435,-1.741454,-0.141674,1
2.71643,0.826891,1.002116,1.758485,0.207375,-0.624304,0.041441,0.620983,1
-0.345258,0.062323,0.547245,-1.227095,-0.146465,-0.885481,0.397689,-0.601923,0
0.454258,-1.355215,0.035791,-2.012099,-0.105946,-0.990822,0.363328,0.21641,0
4.646686,3.259202,0.351466,1.184953,-2.871102,-0.797206,-1.586133,-0.015969,1
3.265378,-1.02099,-0.281936,-1.680945,-0.016659,-0.310963,0.436886,-0.008768,1
2.276202,1.493172,0.538444,-0.528188,-0.655968,-0.684008,0.733324,-0.302727,1
2.735028,1.166802,-1.141437,0.093302,-1.410764,0.916653,0.22177,-0.021347,1
-3.153398,4.558858,2.329509,1.241234,-0.24637,-2.211873,-1.388358,-0.364475,0
1.004496,1.803659,0.608096,-0.65782,-1.206534,-1.251491,-0.07714,-0.55612,1
3.036234,-1.024281,1.358569,-0.669,1.009256,0.706365,-0.46115,-0.497969,1
-13.01849,1.563385,-0.967075,1.536942,-0.435912,0.621468,-0.315148,0.211504,0
2.01643,1.103573,0.887384,-1.056996,-0.270653,-1.218525,0.119754,0.617525,1
2.735266,1.68518,-0.954821,0.550608,-0.779359,-0.692499,-0.275308,0.110677,1
0.255196,1.85229,-1.902962,-0.414501,1.139679,-1.124877,-0.287225,-1.005678,1
-3.251249,3.647256,-2.348644,-0.10196,4.308946,0.525665,-0.211242,0.162536,1
1.310497,3.425107,-1.909287,-0.027286,0.466224,-1.104805,-1.129035,-1.003337,1
2.627034,3.263826,1.626857,1.162784,-0.628881,-1.73669,-0.466704,-0.031258,1
1.961852,0.264114,0.613384,-0.585682,0.021772,-1.484874,0.125324,0.398684,1
2.271836,3.158915,-3.282151,1.319119,2.876514,-2.412832,0.990782,1.157222,1
-3.110595,2.047108,2.572702,0.57069,-1.553732,-0.68179,0.1944,-0.113579,0
-4.933465,2.643192,2.044744,-0.80466,0.162538,-1.73082,-0.831517,0.528716,0
-0.900847,-2.358615,-0.293311,0.132395,-1.902242,5.055022,0.69479,0.125512,0
2.750453,0.650511,1.792948,1.919824,0.626142,-0.740512,0.780024,0.621706,1
-3.390574,-1.578629,-0.501702,1.109456,-1.192474,-0.623231,0.597462,-0.927131,0
-12.789374,1.659236,-5.546431,2.147071,-2.64305,-0.186881,0.412714,-0.699956,0
0.877657,-0.339361,1.399901,2.436804,0.112266,0.760792,-0.53968,-1.588361,1
2.272675,-0.803258,-0.254835,-0.125398,2.644761,-0.677623,0.673208,0.513501,1
3.17621,-1.961203,1.244801,0.184885,0.495003,0.052968,-1.39826,-0.250472,1
0.519122,-0.808182,2.171684,-2.256089,0.029153,0.629783,-0.337301,-0.416207,0
-1.872414,-3.737745,-0.760353,0.296747,0.737753,1.791871,-0.548653,-0.026656,0
-1.16976,0.708555,-0.024622,1.800671,-0.257738,-0.650425,0.889656,-1.423594,1
-4.592151,-1.226334,0.787312,-1.182055,-0.288292,0.649465,1.041239,-0.177075,0
1.922603,1.220446,0.940654,1.787073,-1.250459,0.651015,0.602503,0.234861,1
-1.353552,-0.909785,1.332172,0.434323,-0.571446,-1.214392,0.498557,-0.32616,0
-1.477163,-0.910441,1.307345,-0.810415,-0.898517,1.550039,-0.622003,-0.864393,0
0.72764,-1.226372,0.396235,1.632422,0.22164,0.087176,0.83586,-0.036663,1
-2.319701,-2.519301,0.767172,-0.759612,-0.431325,-0.916426,0.379308,0.453662,0
1.939633,-0.399511,0.172002,-1.727609,-0.517091,-0.508458,0.594351,0.065876,0
2.707657,-0.766408,-1.622594,-0.412333,-0.438449,-2.54468,-0.495239,-1.437807,1
3.050506,0.17483,0.189658,0.755833,-0.172812,-0.211453,0.643646,-0.207473,1
-3.718035,0.472508,-3.427782,2.325933,-2.127293,1.191241,0.973562,-0.654476,0
2.042995,1.043231,-0.731957,2.046212,-0.390901,-1.272137,0.726933,-1.723866,1
5.06033,0.305764,0.774311,2.110303,-0.836764,0.501777,-0.090326,1.347946,1
-1.27361,-1.386707,-0.480017,0.628255,-0.893343,-0.27414,-0.05788,0.321119,0
2.518624,0.949316,-0.406454,-0.339161,-1.174624,-1.210122,-0.522542,-0.728745,1
1.649454,0.240445,1.004444,0.725079,-0.103811,0.581532,0.89915,0.622396,1
4.08695,-0.460036,-0.970617,0.554729,0.734926,-0.387091,0.299565,0.468858,1
0.850321,3.401711,-0.497293,2.311844,-0.23952,-0.524362,-1.592866,0.527027,1
-2.289221,4.899925,0.355243,0.626546,-2.790133,4.772778,1.872772,-0.051123,0
-0.386189,0.706703,-2.627687,-0.327769,1.582994,0.952155,0.14396,0.368833,1
0.582013,-0.437697,1.291717,1.182646,0.702209,-0.871832,0.765003,-0.161392,1
2.794304,-1.877759,0.477764,0.199023,1.842741,0.458199,-0.823971,-0.251063,1
1.528823,0.241363,-0.718824,0.447914,-2.693474,1.262848,0.61072,-0.525984,1
0.318681,6.18792,0.253543,-1.963577,0.971668,-0.151964,-1.379302,1.126444,1
-6.350795,11.040566,-7.474411,1.387059,6.457562,1.089546,0.80346,-2.433338,1
3.648778,0.156037,0.3318,1.894878,-0.661605,-0.112595,0.628702,-0.036658,1
1.077633,0.802433,0.985579,1.005964,-0.551962,0.991257,1.105861,0.881861,1
2.288904,0.259751,0.330786,0.023409,-0.322176,0.636759,0.713664,0.41353,1
-4.079546,-0.645842,-1.234621,0.711846,-0.16672,-0.685514,0.457624,-0.647008,0
0.726114,-3.16576,-1.566145,-0.909241,0.930644,1.868718,-0.447445,-0.668128,1
3.53437,-0.499515,0.80231,1.426887,0.435541,-1.016684,0.430421,0.208589,1
4.561037,-0.762242,0.330402,1.27977,-0.092034,-0.316685,-0.286726,1.494125,1
0.590557,1.63909,-1.407591,-0.123824,-1.284804,0.266656,-0.397825,0.03243,1
-3.356583,-3.346822,-2.551453,2.92826,0.541164,0.306813,1.481435,-0.047688,0
-5.961246,-2.164323,1.8061,0.907843,-0.283157,1.022245,-0.766522,-0.742992,0
1.266282,1.610941,-0.805153,-1.174513,0.238923,-1.51847,-0.993977,-0.002973,1
-5.574372,-4.085486,0.866535,0.128181,1.008398,1.690244,-0.209563,-0.043403,0
2.886046,-2.859127,0.030933,-0.439457,0.926357,1.278637,-0.047379,-0.725701,1
4.165078,-0.032925,1.007792,2.708975,0.735674,-1.879269,0.300943,0.041806,1
-1.344043,-1.792331,-1.036847,0.40414,-0.245417,0.099245,0.799858,-0.329133,0
-5.259069,-1.482705,-1.858625,-0.708439,1.159716,-2.228301,-0.978716,0.649195,0
1.881021,-1.526364,0.117799,0.599166,-0.33861,-0.856673,0.407542,-0.697177,1
2.546004,0.161996,0.672177,2.268107,-0.688492,-0.075144,0.840289,-0.242071,1
0.881314,-1.279794,-0.003018,-0.508914,-0.67441,-0.469703,0.482068,0.488668,0
-2.633257,1.362258,2.126754,2.68506,-0.577864,-0.76258,0.172812,-0.682042,0
3.580547,0.834002,-1.928382,1.290269,-0.267506,-0.698954,0.133835,-1.421076,1
4.571759,-0.274797,-1.402147,0.650351,-1.798561,0.82769,-0.338153,0.323863,1
5.321847,0.9873,-0.139499,1.403779,-1.00894,0.146615,-0.795186,1.187966,1
-0.818486,6.080762,-3.871061,-0.272737,2.58771,-0.031343,-1.400695,0.206023,1
-2.939727,0.744143,0.885013,-0.566924,1.057106,-0.096995,1.43089,-0.542298,0
4.920229,-3.460604,-0.37658,-1.57637,0.989469,1.531585,-0.864378,0.47315,1
3.920411,-1.382081,-0.364755,1.680535,0.578599,-1.536599,0.046831,-0.089601,1
-9.631948,-5.323533,1.203677,0.203313,-0.39378,-0.007859,-0.954545,-1.570957,0
-9.176449,1.029364,2.543352,-0.920732,0.918429,1.47099,-1.47133,-0.206092,0
-0.848746,-1.227767,1.629447,-1.045752,-0.027676,0.70945,-0.725555,-0.427626,0
2.798428,0.075016,-1.789802,1.195719,2.217338,-1.108035,0.936394,-0.411804,1
0.328939,-1.026782,2.589379,-0.911875,1.088933,0.582798,-0.682089,0.039537,0
4.030947,0.220695,-0.241643,0.730749,-1.906534,0.021708,-0.445995,1.237607,1
-0.543245,-3.465182,2.256734,0.155735,1.100549,0.842444,0.293154,-0.56471,0
2.854479,-0.318077,0.260303,0.773774,-0.115744,-0.752272,0.663585,-0.098971,1
3.068526,0.45957,-0.607803,-0.420268,-1.58188,0.324264,0.711047,-0.649,1
3.213802,-1.145401,-0.435072,0.875544,0.636347,0.413929,1.244096,0.485887,1
-6.423028,8.113614,-0.428042,-2.487357,1.402461,3.352601,0.584303,1.108836,0
1.585087,-0.757181,-3.35028,0.105329,0.582079,1.088894,-2.008286,-0.793423,1
5.455186,-0.653078,-4.475775,-1.993822,-1.313792,2.209248,-2.567518,-1.920732,1
-1.805548,3.035705,0.532321,-3.164353,-0.319045,-1.020617,-0.941069,0.798915,0
-2.518,1.667292,-0.053447,-0.500213,1.071355,0.24293,0.940463,-0.282256,0
2.713046,-0.51615,0.019225,0.526938,0.352243,0.709144,0.899422,0.563631,1
-2.303571,1.687965,-0.88974,-1.181189,-1.679141,-0.836413,0.224697,-1.217267,0
-1.350053,-2.258838,-2.598428,-0.117799,1.978626,0.707834,0.187364,1.332268,0
-3.553875,-1.852264,1.320736,-1.122574,0.668786,-0.199984,0.449947,1.003309,0
-1.434659,0.662992,3.591508,-0.755649,-0.471805,2.073769,0.168624,-0.057832,0
1.500845,0.178047,0.10974,-0.436086,-1.173702,-0.292271,0.320939,-0.135948,1
-1.602,-1.986451,0.90465,0.063598,0.644781,-0.271508,1.353858,0.542654,0
-8.905849,-0.532124,-0.184002,-0.931056,1.086044,-0.073775,1.129152,-1.2105,0
-4.276375,2.779448,2.351825,-2.341711,-3.496724,-0.726667,-0.028032,-0.423427,0
0.799355,0.559521,0.507414,0.175463,-0.551548,-0.154444,0.391384,0.316639,1
0.042668,-0.2177,1.974431,0.979688,0.376673,-0.099544,0.794348,1.224374,0
3.490566,0.931155,0.122501,0.324773,-1.560786,-0.300203,0.487868,-0.625569,1
-0.451038,-2.761906,-0.473742,0.524118,-0.770868,1.029088,1.034783,0.74888,0
-0.306569,2.238683,1.456556,-1.006426,-0.538415,1.258802,0.285602,0.947454,1
1.959321,-2.274262,1.550502,1.806454,2.192236,-0.007586,-0.459235,-0.353881,1
-4.88602,-3.009606,-2.583025,0.389123,0.19216,0.737935,1.840731,-0.473697,0
2.859196,-0.121971,0.154095,-0.172545,0.343126,-0.602536,0.477717,0.526713,1
-12.162962,-8.253416,-8.635951,5.540975,-3.930195,-1.094272,-4.411511,3.600153,0
-3.075579,1.085444,-5.604645,-0.623103,3.213827,-3.429662,4.210372,0.065701,0
-2.341748,1.985933,-0.006314,-1.914191,-1.690354,2.428933,1.647497,0.335136,0
-1.125405,2.167839,1.830875,-0.113772,-0.303392,0.290179,0.288035,0.326206,0
0.560547,1.804205,-0.779505,-0.389566,-0.046037,1.150313,1.581652,-0.277458,1
2.813583,0.649721,-1.5632,-0.383256,0.432465,2.419359,-0.790929,-0.551984,1
-4.997266,-2.699002,-0.832195,0.429358,-0.855399,0.11425,0.34008,0.678035,0
-4.382138,-4.559782,0.024125,-3.813248,0.23584,-1.162783,0.382783,1.622334,0
2.164925,-0.816791,1.800681,1.747716,1.647803,-0.522526,-0.938571,-0.587471,1
0.89876,0.62646,1.259478,2.037111,-0.407693,0.036888,0.824244,-0.004812,1
2.896689,1.865921,0.151705,0.521133,-1.795491,0.02835,-0.243672,-0.153283,1
-1.720177,0.055171,2.832539,-0.779042,-0.328511,1.244506,-0.56638,-0.050712,0
2.425353,-1.222957,0.446371,0.198001,0.692758,-1.00516,0.419728,0.598172,1
0.85964,-1.42208,0.047738,2.292832,-1.164815,0.536385,1.101166,0.075332,1
4.014541,0.418566,0.795575,1.027291,-1.280408,-0.568163,-0.309633,0.281779,1
0.48693,-0.876028,1.647068,1.03467,2.05768,1.356389,-0.295054,-0.068694,1
1.427868,-0.082001,0.928241,-2.087088,1.275616,-0.591243,0.385863,1.115929,1
-2.696371,3.827748,1.831381,-1.086147,0.217757,-0.663896,-0.337835,0.546698,0
-3.074812,-0.072797,2.831414,0.495572,-0.298506,-0.942866,1.166626,-0.652205,0
3.928523,-1.082897,0.214327,-2.542272,0.579687,2.104376,-1.043193,0.670613,1
3.687748,-1.42935,-0.281032,-4.522202,-0.894582,1.507413,-1.535763,0.015337,1
-3.303086,-3.729819,0.240051,-2.184568,0.747046,-1.350797,0.196416,0.365851,0
4.14632,0.412178,0.390779,0.755534,-0.2278,-0.448547,0.628797,0.657925,1
2.325309,-1.35641,-0.018477,-1.301383,-0.009318,-1.468606,0.036811,-0.155411,1
-8.578031,-3.869249,-0.04445,-0.474393,-0.655575,-0.58257,0.298972,0.81148,0
-2.610932,-4.321565,-1.057717,0.116997,1.427941,-0.943032,1.104223,0.408221,0
0.73918,-1.277515,-1.366916,-3.934259,1.207492,-1.438202,-0.005185,-0.229076,1
-3.31561,-2.252167,1.479937,-4.455857,0.134663,-0.009724,-0.684381,-0.588594,0
2.154782,-0.872575,0.207614,1.413173,0.007305,-0.383145,0.641146,0.197472,1
4.516914,-1.637833,1.043326,0.744508,0.62111,1.320129,-1.040862,0.183338,1
-1.192438,5.046449,0.124987,-0.945428,1.7979,0.173541,-1.01347,0.92989,1
1.894183,-1.960676,-1.239836,-0.704325,0.620579,2.380756,-0.183009,-0.098945,1
-3.879031,-1.199594,-0.453053,-0.798936,-0.51526,-0.29967,1.014405,-1.122717,0
2.444848,1.35414,-1.805749,-1.222556,-2.8083,-1.375186,1.354567,-0.13974,1
2.988134,-0.777619,-0.663506,-0.911888,0.845045,0.375435,0.835831,0.412521,1
-0.988823,2.537944,1.328514,0.971947,3.999249,-0.807633,0.201044,1.691716,1
2.49828,0.666011,0.30499,-2.255021,-1.885598,-0.051615,0.488396,-0.006518,1
2.473805,0.524655,0.488861,0.97205,-0.685404,-0.349828,0.549262,-0.201791,1
-7.340175,-1.434889,-1.539226,0.808461,1.155916,0.34557,0.390958,0.482938,0
3.038311,-0.667958,-0.457302,0.599894,-0.639938,0.013056,0.442713,0.356732,1
-7.113565,0.837319,1.295192,0.525505,2.235775,-2.187847,-0.532478,0.716981,0
-1.253061,-1.729911,2.151344,0.518805,0.552124,0.272418,-0.345204,-1.24746,0
-3.749339,-2.692763,2.360077,0.720506,0.332671,0.231005,-0.715977,-0.296429,0
-0.387125,0.485129,1.020284,0.984112,-0.539816,-0.306281,0.709953,0.058718,0
-6.648963,-1.288206,-1.199496,-1.613036,0.8998,-0.319963,-0.572388,1.234047,0
-5.103563,4.08058,0.807929,1.580158,-0.48921,-1.1013,-0.92829,-0.773084,0
-8.640183,3.018925,-2.975511,-0.188185,-0.480358,-0.420995,-1.505983,-0.666153,0
-3.750198,1.728128,3.045768,-4.839233,-1.065765,-1.226315,0.223453,0.104135,0
-3.566312,-2.716588,1.605578,-2.130641,-0.555352,-0.829917,0.795305,-0.038535,0
0.640607,-3.337373,-0.120905,-1.262442,-0.175555,-0.772179,0.643031,0.162364,0
-3.330874,-0.956497,-3.050422,0.057605,0.300491,1.340417,0.546969,0.542238,0
1.641179,-3.049772,1.011344,-1.096253,1.239828,0.634984,-0.149845,-0.504169,0
-1.829736,-2.031719,2.438229,-0.451757,-0.229282,0.093224,-0.421338,-0.821687,0
-6.689954,-6.095263,-0.422288,-2.876355,-1.543418,-0.378075,-2.486444,0.793829,0
1.606116,1.456794,-1.278543,0.425118,-0.864038,1.174291,0.395028,0.560122,1
2.069379,-1.104378,-1.55191,-1.5176,0.262257,0.037177,0.178928,0.08816,1
2.10628,0.453321,-0.074753,0.433171,-0.953368,1.458741,1.13486,0.311192,1
0.667043,3.307822,-1.890583,-0.196028,1.03836,-0.412561,-0.14162,-0.493478,1
4.510616,-3.402392,0.46615,0.324848,1.193321,1.74256,-0.497771,0.486515,1
3.083049,0.487406,1.003579,1.973186,-0.359611,-0.431638,0.645587,0.046374,1
-7.719757,-3.123044,-1.580637,0.624201,0.601782,-0.465292,-0.163966,1.192293,0
3.765652,0.867359,-0.105588,0.590656,-1.40457,-0.040142,0.35601,0.014325,1
-0.481887,-2.798703,0.140719,-1.815901,-0.058508,-1.292373,0.145585,0.089517,0
1.457192,0.28209,-2.437236,1.208649,-2.421915,-0.679753,0.281856,-2.173964,1
4.400781,-0.394232,-0.046257,1.070342,-1.504718,0.275541,0.001568,0.464623,1
-0.065469,-3.30924,0.063585,0.391023,0.258395,-0.054812,1.51092,-0.13926,0
3.18674,-2.274204,0.090344,-0.251973,0.920814,0.280273,-0.858984,-0.807865,1
1.707288,-0.588108,0.92638,1.107876,-0.242488,1.460777,-0.510847,-1.161401,1
-4.878994,-1.464032,1.912765,-1.681596,-0.696565,-1.196621,0.473246,0.536508,0
2.448789,-0.223827,-1.859757,1.696964,-0.733862,1.596268,0.77994,0.223813,1
-3.649366,-1.539563,1.695913,0.264447,-0.612183,0.177759,1.102752,0.009338,0
